Time,"Current brake pressure","Normalized accelerator pedal angle","Vehicle lateral acceleration","Vehicle longitudinal acceleration"
47.519,0.00,0.00,8.04,0.87
48.000,0.00,61.59,8.04,0.87
48.480,0.00,61.59,-4.64,0.87
48.960,0.00,61.59,-4.64,-3.91
49.440,0.00,61.59,-4.64,-3.91
49.920,0.00,41.89,-4.64,-3.91
50.399,0.00,41.89,-8.33,-3.91
50.894,0.00,41.89,-8.33,-0.65
51.360,0.00,41.89,-8.33,-0.65
51.840,0.00,30.30,-8.33,-0.65
52.319,0.00,30.30,-7.85,-0.65
52.799,0.00,30.30,-7.85,0.65
53.295,0.01,30.30,-7.85,0.65
53.760,0.01,0.00,-7.85,0.65
54.240,0.01,0.00,-10.33,0.65
54.720,0.01,0.00,-10.33,0.65
55.200,0.00,0.00,-10.33,0.65
55.680,0.00,39.90,-10.33,0.65
56.160,0.00,39.90,-8.50,0.65
56.639,0.00,39.90,-8.50,2.17
57.120,0.00,39.90,-8.50,2.17
57.600,0.00,88.74,-8.50,2.17
58.080,0.00,88.74,4.54,2.17
58.560,0.00,88.74,4.54,3.69
59.040,0.00,88.74,4.54,3.69
59.520,0.00,47.52,4.54,3.69
60.000,0.00,47.52,0.92,3.69
60.480,0.00,47.52,0.92,-5.64
60.960,0.00,47.52,0.92,-5.64
61.440,0.00,87.42,0.92,-5.64
61.920,0.00,87.42,1.42,-5.64
62.400,0.00,87.42,1.42,-4.99
62.882,0.02,87.42,1.42,-4.99
63.360,0.02,61.42,1.42,-4.99
63.840,0.02,61.42,-8.32,-4.99
64.319,0.02,61.42,-8.32,4.12
64.800,0.02,61.42,-8.32,4.12
65.280,0.02,31.29,-8.32,4.12
65.790,0.02,31.29,8.29,4.12
66.255,0.02,31.29,8.29,4.12
66.719,0.01,31.29,8.29,4.12
67.200,0.01,0.00,8.29,4.12
67.679,0.01,0.00,-8.33,4.12
68.174,0.01,0.00,-8.33,0.22
68.639,0.00,0.00,-8.33,0.22
69.120,0.00,0.00,-8.33,0.22
69.600,0.00,0.00,9.92,0.22
70.080,0.00,0.00,9.92,-0.65
70.559,0.00,0.00,9.92,-0.65
71.040,0.00,78.97,9.92,-0.65
71.519,0.00,78.97,1.91,-0.65
71.999,0.00,78.97,1.91,3.91
72.479,0.00,78.97,1.91,3.91
72.961,0.00,80.79,1.91,3.91
73.440,0.00,80.79,0.93,3.91
73.920,0.00,80.79,0.93,-1.52
74.400,0.03,80.79,0.93,-1.52
74.880,0.03,0.00,0.93,-1.52
75.360,0.03,0.00,0.22,-1.52
75.840,0.03,0.00,0.22,-4.12
76.319,0.02,0.00,0.22,-4.12
76.799,0.02,0.00,0.22,-4.12
77.280,0.02,0.00,-0.01,-4.12
77.759,0.02,0.00,-0.01,-3.69
78.239,0.01,0.00,-0.01,-3.69
78.719,0.01,0.00,-0.01,-3.69
79.200,0.01,0.00,-0.02,-3.69
79.679,0.01,0.00,-0.02,-1.52
80.159,0.00,0.00,-0.02,-1.52
80.639,0.00,0.00,-0.02,-1.52
81.120,0.00,0.00,0.00,-1.52
81.600,0.00,0.00,0.00,-0.43
82.081,0.00,0.00,0.00,-0.43
