Time,"Current brake pressure","Normalized accelerator pedal angle","Vehicle lateral acceleration","Vehicle longitudinal acceleration"
32.475,0.02,0.00,-2.30,-4.99
32.641,0.02,0.00,-8.49,-4.99
32.775,0.02,0.00,-8.49,-1.08
32.925,0.00,0.00,-8.49,-1.08
33.075,0.00,41.72,-8.49,-1.08
33.225,0.00,41.72,-8.15,-1.08
33.360,0.00,41.72,-8.15,-0.43
33.510,0.00,41.72,-8.15,-0.43
33.644,0.00,3.64,-8.15,-0.43
33.794,0.00,3.64,-0.95,-0.43
33.945,0.00,3.64,-0.95,-0.22
34.110,0.00,3.64,-0.95,-0.22
34.245,0.00,43.05,-0.95,-0.22
34.380,0.00,43.05,7.45,-0.22
34.515,0.00,43.05,7.45,0.00
34.650,0.00,43.05,7.45,0.00
34.785,0.00,85.10,7.45,0.00
34.920,0.00,85.10,6.77,0.00
35.057,0.00,85.10,6.77,4.12
35.205,0.00,85.10,6.77,4.12
35.354,0.00,75.17,6.77,4.12
35.520,0.00,75.17,-2.55,4.12
35.655,0.00,75.17,-2.55,-2.39
35.805,0.05,75.17,-2.55,-2.39
35.940,0.05,0.00,-2.55,-2.39
36.077,0.05,0.00,-8.65,-2.39
36.225,0.05,0.00,-8.65,-4.34
36.375,0.03,0.00,-8.65,-4.34
36.525,0.03,14.40,-8.65,-4.34
36.675,0.03,14.40,-9.11,-4.34
36.825,0.03,14.40,-9.11,-1.08
36.975,0.00,14.40,-9.11,-1.08
37.125,0.00,67.38,-9.11,-1.08
37.260,0.00,67.38,-6.72,-1.08
37.394,0.00,67.38,-6.72,3.47
37.544,0.00,67.38,-6.72,3.47
37.695,0.00,5.96,-6.72,3.47
37.845,0.00,5.96,6.79,3.47
37.980,0.00,5.96,6.79,-1.52
38.115,0.00,5.96,6.79,-1.52
38.250,0.00,61.09,6.79,-1.52
38.400,0.00,61.09,10.39,-1.52
38.535,0.00,61.09,10.39,0.43
38.685,0.00,61.09,10.39,0.43
38.820,0.00,89.57,10.39,0.43
38.956,0.00,89.57,6.99,0.43
39.105,0.00,89.57,6.99,3.47
39.255,0.00,89.57,6.99,3.47
39.405,0.00,78.81,6.99,3.47
39.555,0.00,78.81,3.58,3.47
39.690,0.00,78.81,3.58,2.17
39.840,0.00,78.81,3.58,2.17
40.005,0.00,0.00,3.58,2.17
40.140,0.00,0.00,-6.54,2.17
40.275,0.00,0.00,-6.54,-1.52
40.425,0.00,0.00,-6.54,-1.52
40.575,0.00,32.12,-6.54,-1.52
40.710,0.00,32.12,-8.49,-1.52
40.845,0.00,32.12,-8.49,0.00
40.995,0.00,32.12,-8.49,0.00
41.144,0.00,74.01,-8.49,0.00
41.295,0.00,74.01,-6.00,0.00
41.445,0.00,74.01,-6.00,2.82
41.580,0.00,74.01,-6.00,2.82
41.715,0.00,65.23,-6.00,2.82
41.850,0.00,65.23,-3.47,2.82
41.986,0.00,65.23,-3.47,-1.30
42.120,0.02,65.23,-3.47,-1.30
42.255,0.02,0.00,-3.47,-1.30
42.404,0.02,0.00,0.51,-1.30
42.555,0.02,0.00,0.51,-5.86
42.720,0.04,0.00,0.51,-5.86
42.855,0.04,0.00,0.51,-5.86
43.005,0.04,0.00,8.07,-5.86
43.140,0.04,0.00,8.07,-4.34
43.275,0.00,0.00,8.07,-4.34
43.425,0.00,9.77,8.07,-4.34
43.575,0.00,9.77,8.55,-4.34
43.725,0.00,9.77,8.55,0.00
43.874,0.00,9.77,8.55,0.00
44.026,0.00,0.00,8.55,0.00
44.159,0.00,0.00,-5.30,0.00
44.295,0.00,0.00,-5.30,-1.52
44.444,0.03,0.00,-5.30,-1.52
44.595,0.03,0.00,-5.30,-1.52
44.744,0.03,0.00,-6.07,-1.52
44.895,0.03,0.00,-6.07,-0.87
45.045,0.00,0.00,-6.07,-0.87
45.180,0.00,34.11,-6.07,-0.87
45.315,0.00,34.11,7.25,-0.87
45.466,0.00,34.11,7.25,-0.87
45.630,0.00,34.11,7.25,-0.87
45.765,0.00,48.84,7.25,-0.87
45.915,0.00,48.84,8.64,-0.87
46.082,0.00,48.84,8.64,1.08
46.215,0.00,48.84,8.64,1.08
46.365,0.00,66.72,8.64,1.08
46.499,0.00,66.72,7.25,1.08
46.635,0.00,66.72,7.25,2.17
46.785,0.00,66.72,7.25,2.17
46.935,0.00,0.00,7.25,2.17
47.087,0.00,0.00,-6.53,2.17
47.235,0.00,0.00,-6.53,-3.47
47.370,0.02,0.00,-6.53,-3.47
47.520,0.02,0.00,-6.53,-3.47
47.685,0.02,0.00,-8.51,-3.47
47.820,0.02,0.00,-8.51,-3.04
47.955,0.00,0.00,-8.51,-3.04
48.106,0.00,55.13,-8.51,-3.04
48.255,0.00,55.13,-8.10,-3.04
48.391,0.00,55.13,-8.10,-0.65
48.525,0.00,55.13,-8.10,-0.65
48.659,0.00,50.99,-8.10,-0.65
48.795,0.00,50.99,-9.28,-0.65
48.960,0.00,50.99,-9.28,0.00
49.095,0.00,50.99,-9.28,0.00
49.245,0.00,74.83,-9.28,0.00
49.380,0.00,74.83,-8.53,0.00
49.515,0.00,74.83,-8.53,3.69
49.665,0.00,74.83,-8.53,3.69
49.800,0.00,86.42,-8.53,3.69
49.935,0.00,86.42,-7.26,3.69
50.088,0.00,86.42,-7.26,5.64
50.235,0.00,86.42,-7.26,5.64
50.400,0.00,90.56,-7.26,5.64
50.535,0.00,90.56,0.41,5.64
50.685,0.00,90.56,0.41,4.56
50.819,0.00,90.56,0.41,4.56
50.955,0.00,63.41,0.41,4.56
51.090,0.00,63.41,7.17,4.56
51.225,0.00,63.41,7.17,1.30
51.360,0.00,63.41,7.17,1.30
51.525,0.00,65.89,7.17,1.30
51.660,0.00,65.89,8.27,1.30
51.795,0.00,65.89,8.27,1.95
51.945,0.01,65.89,8.27,1.95
52.096,0.01,0.00,8.27,1.95
52.230,0.01,0.00,-1.25,1.95
52.364,0.01,0.00,-1.25,-5.21
52.500,0.03,0.00,-1.25,-5.21
52.635,0.03,0.00,-1.25,-5.21
52.800,0.03,0.00,-7.66,-5.21
52.935,0.03,0.00,-7.66,-4.56
53.087,0.01,0.00,-7.66,-4.56
53.219,0.01,17.55,-7.66,-4.56
53.355,0.01,17.55,-8.34,-4.56
53.505,0.01,17.55,-8.34,-1.08
53.640,0.00,17.55,-8.34,-1.08
53.775,0.00,0.00,-8.34,-1.08
53.925,0.00,0.00,6.57,-1.08
54.060,0.00,0.00,6.57,-1.95
54.210,0.00,0.00,6.57,-1.95
54.375,0.00,72.52,6.57,-1.95
54.525,0.00,72.52,7.87,-1.95
54.674,0.00,72.52,7.87,2.39
54.839,0.00,72.52,7.87,2.39
55.004,0.00,0.00,7.87,2.39
55.154,0.00,0.00,-6.52,2.39
55.304,0.00,0.00,-6.52,-4.12
55.455,0.02,0.00,-6.52,-4.12
55.604,0.02,0.00,-6.52,-4.12
55.739,0.02,0.00,-8.76,-4.12
55.890,0.02,0.00,-8.76,-4.34
56.024,0.00,0.00,-8.76,-4.34
56.159,0.00,16.56,-8.76,-4.34
56.296,0.00,16.56,-10.28,-4.34
56.446,0.00,16.56,-10.28,-1.52
56.580,0.00,16.56,-10.28,-1.52
56.715,0.00,0.00,-10.28,-1.52
56.880,0.00,0.00,-9.08,-1.52
57.014,0.00,0.00,-9.08,-2.60
57.149,0.00,0.00,-9.08,-2.60
57.285,0.00,2.15,-9.08,-2.60
57.420,0.00,2.15,-7.72,-2.60
57.554,0.00,2.15,-7.72,-2.17
57.690,0.00,2.15,-7.72,-2.17
57.826,0.00,78.64,-7.72,-2.17
57.960,0.00,78.64,-7.00,-2.17
58.095,0.00,78.64,-7.00,0.65
58.245,0.00,78.64,-7.00,0.65
58.381,0.00,76.66,-7.00,0.65
58.514,0.00,76.66,-7.53,0.65
58.665,0.00,76.66,-7.53,1.74
58.817,0.00,76.66,-7.53,1.74
58.952,0.00,71.19,-7.53,1.74
59.087,0.00,71.19,-1.85,1.74
59.220,0.00,71.19,-1.85,4.56
59.354,0.00,71.19,-1.85,4.56
59.522,0.00,75.66,-1.85,4.56
59.657,0.00,75.66,-3.25,4.56
59.805,0.00,75.66,-3.25,4.34
59.940,0.00,75.66,-3.25,4.34
60.077,0.00,55.96,-3.25,4.34
60.226,0.00,55.96,-4.64,4.34
60.360,0.00,55.96,-4.64,2.17
60.494,0.00,55.96,-4.64,2.17
60.645,0.00,67.88,-4.64,2.17
60.780,0.00,67.88,-3.90,2.17
60.930,0.00,67.88,-3.90,2.17
61.081,0.00,67.88,-3.90,2.17
61.215,0.00,67.71,-3.90,2.17
61.352,0.00,67.71,6.16,2.17
61.486,0.00,67.71,6.16,1.95
61.635,0.00,67.71,6.16,1.95
61.786,0.00,68.71,6.16,1.95
61.921,0.00,68.71,1.17,1.95
62.057,0.00,68.71,1.17,3.47
62.205,0.00,68.71,1.17,3.47
62.340,0.00,0.00,1.17,3.47
62.475,0.00,0.00,2.20,3.47
62.610,0.00,0.00,2.20,-0.87
62.745,0.00,0.00,2.20,-0.87
62.880,0.00,0.00,2.20,-0.87
63.045,0.00,0.00,6.65,-0.87
63.195,0.00,0.00,6.65,-1.74
63.331,0.00,0.00,6.65,-1.74
63.480,0.00,75.17,6.65,-1.74
63.615,0.00,75.17,9.19,-1.74
63.765,0.00,75.17,9.19,1.08
63.900,0.00,75.17,9.19,1.08
64.035,0.00,85.27,9.19,1.08
64.186,0.00,85.27,-2.07,1.08
64.320,0.00,85.27,-2.07,3.69
64.455,0.00,85.27,-2.07,3.69
64.605,0.00,87.25,-2.07,3.69
64.740,0.00,87.25,-1.92,3.69
64.875,0.00,87.25,-1.92,2.60
65.038,0.00,87.25,-1.92,2.60
65.177,0.00,0.00,-1.92,2.60
65.311,0.00,0.00,4.80,2.60
65.445,0.00,0.00,4.80,-2.39
65.581,0.03,0.00,4.80,-2.39
65.715,0.03,0.00,4.80,-2.39
65.866,0.03,0.00,6.50,-2.39
66.000,0.03,0.00,6.50,-1.95
66.136,0.00,0.00,6.50,-1.95
66.270,0.00,0.00,6.50,-1.95
66.408,0.00,0.00,6.32,-1.95
66.540,0.00,0.00,6.32,-1.74
66.677,0.03,0.00,6.32,-1.74
66.810,0.03,0.00,6.32,-1.74
66.945,0.03,0.00,-6.45,-1.74
67.082,0.03,0.00,-6.45,-2.82
67.215,0.00,0.00,-6.45,-2.82
67.365,0.00,79.80,-6.45,-2.82
67.515,0.00,79.80,-8.30,-2.82
67.681,0.00,79.80,-8.30,3.25
67.815,0.00,79.80,-8.30,3.25
67.965,0.00,83.44,-8.30,3.25
68.100,0.00,83.44,-2.64,3.25
68.235,0.00,83.44,-2.64,3.69
68.370,0.00,83.44,-2.64,3.69
68.504,0.00,96.19,-2.64,3.69
68.640,0.00,96.19,1.11,3.69
68.805,0.00,96.19,1.11,1.95
68.940,0.02,96.19,1.11,1.95
69.077,0.02,0.00,1.11,1.95
69.210,0.02,0.00,6.67,1.95
69.345,0.02,0.00,6.67,-4.34
69.480,0.00,0.00,6.67,-4.34
69.615,0.00,74.01,6.67,-4.34
69.765,0.00,74.01,8.58,-4.34
69.900,0.00,74.01,8.58,2.60
70.035,0.00,74.01,8.58,2.60
70.169,0.00,100.00,8.58,2.60
70.305,0.00,100.00,4.82,2.60
70.440,0.00,100.00,4.82,4.56
70.605,0.00,100.00,4.82,4.56
70.740,0.00,100.00,4.82,4.56
70.875,0.00,100.00,-1.41,4.56
71.010,0.00,100.00,-1.41,1.52
71.160,0.03,100.00,-1.41,1.52
71.310,0.03,0.00,-1.41,1.52
71.460,0.03,0.00,-8.16,1.52
71.610,0.03,0.00,-8.16,-4.12
71.745,0.04,0.00,-8.16,-4.12
71.879,0.04,0.00,-8.16,-4.12
72.015,0.04,0.00,-8.50,-4.12
72.164,0.04,0.00,-8.50,-1.30
72.299,0.00,0.00,-8.50,-1.30
72.450,0.00,62.75,-8.50,-1.30
72.600,0.00,62.75,-8.17,-1.30
72.749,0.00,62.75,-8.17,2.39
72.899,0.00,62.75,-8.17,2.39
73.050,0.00,0.00,-8.17,2.39
73.199,0.00,0.00,-6.00,2.39
73.349,0.00,0.00,-6.00,-6.29
73.499,0.04,0.00,-6.00,-6.29
73.650,0.04,16.39,-6.00,-6.29
73.800,0.04,16.39,7.65,-6.29
73.950,0.04,16.39,7.65,-1.30
74.099,0.00,16.39,7.65,-1.30
74.249,0.00,85.93,7.65,-1.30
74.400,0.00,85.93,7.92,-1.30
74.565,0.00,85.93,7.92,3.69
74.700,0.00,85.93,7.92,3.69
74.849,0.00,69.54,7.92,3.69
75.060,0.00,69.54,5.00,3.69
75.209,0.00,69.54,5.00,0.00
75.359,0.00,69.54,5.00,0.00
75.526,0.00,15.23,5.00,0.00
75.659,0.00,15.23,-8.08,0.00
75.809,0.00,15.23,-8.08,-0.87
75.975,0.00,15.23,-8.08,-0.87
76.140,0.00,82.62,-8.08,-0.87
76.289,0.00,82.62,-4.98,-0.87
76.440,0.00,82.62,-4.98,5.86
76.590,0.00,82.62,-4.98,5.86
76.739,0.00,94.37,-4.98,5.86
76.890,0.00,94.37,-2.85,5.86
77.039,0.00,94.37,-2.85,3.91
77.189,0.00,94.37,-2.85,3.91
77.340,0.00,100.00,-2.85,3.91
77.490,0.00,100.00,0.07,3.91
77.640,0.00,100.00,0.07,3.47
77.789,0.00,100.00,0.07,3.47
77.941,0.00,84.27,0.07,3.47
78.090,0.00,84.27,1.83,3.47
78.239,0.00,84.27,1.83,-1.30
78.405,0.05,84.27,1.83,-1.30
78.539,0.05,0.00,1.83,-1.30
78.721,0.05,0.00,1.93,-1.30
78.885,0.05,0.00,1.93,-6.94
79.019,0.05,0.00,1.93,-6.94
79.170,0.05,0.00,1.93,-6.94
79.334,0.05,0.00,1.36,-6.94
79.499,0.05,0.00,1.36,-7.38
79.650,0.04,0.00,1.36,-7.38
79.801,0.04,0.00,1.36,-7.38
79.950,0.04,0.00,0.77,-7.38
80.115,0.04,0.00,0.77,-4.56
80.249,0.02,0.00,0.77,-4.56
80.416,0.02,0.00,0.77,-4.56
80.550,0.02,0.00,0.26,-4.56
80.701,0.02,0.00,0.26,-3.91
80.850,0.02,0.00,0.26,-3.91
81.000,0.02,0.00,0.26,-3.91
81.150,0.02,0.00,0.27,-3.91
81.299,0.02,0.00,0.27,-3.25
81.465,0.02,0.00,0.27,-3.25
81.600,0.02,0.00,0.27,-3.25
81.765,0.02,0.00,-0.03,-3.25
81.900,0.02,0.00,-0.03,-2.60
82.050,0.01,0.00,-0.03,-2.60
82.216,0.01,0.00,-0.03,-2.60
82.380,0.01,0.00,0.12,-2.60
82.529,0.01,0.00,0.12,-0.22
82.680,0.00,0.00,0.12,-0.22
82.829,0.00,0.00,0.12,-0.22
82.979,0.00,0.00,0.02,-0.22
83.130,0.00,0.00,0.02,-0.22
83.279,0.00,0.00,0.02,-0.22
83.429,0.00,0.00,0.02,-0.22
83.579,0.00,0.00,-0.08,-0.22
83.730,0.00,0.00,-0.08,-0.65
83.879,0.00,0.00,-0.08,-0.65
84.029,0.00,0.00,-0.08,-0.65
84.179,0.00,0.00,-0.12,-0.65
84.329,0.00,0.00,-0.12,-0.43
84.479,0.00,0.00,-0.12,-0.43
84.645,0.00,0.00,-0.12,-0.43
84.779,0.00,0.00,0.11,-0.43
84.929,0.00,0.00,0.11,-0.43
85.080,0.00,0.00,0.11,-0.43
85.230,0.00,0.00,0.11,-0.43
85.380,0.00,0.00,0.02,-0.43
85.530,0.00,0.00,0.02,-0.22
85.680,0.00,0.00,0.02,-0.22
85.830,0.00,0.00,0.02,-0.22
85.980,0.00,0.00,-0.12,-0.22
86.132,0.00,0.00,-0.12,0.00
86.280,0.00,0.00,-0.12,0.00
86.430,0.00,0.00,-0.12,0.00
86.579,0.00,0.00,-0.08,0.00
86.730,0.00,0.00,-0.08,-0.43
86.880,0.00,0.00,-0.08,-0.43
87.047,0.00,0.00,-0.08,-0.43
87.180,0.00,0.00,-0.08,-0.43
87.330,0.00,0.00,-0.08,-0.22
87.480,0.00,0.00,-0.08,-0.22
87.632,0.00,0.00,-0.08,-0.22
87.780,0.00,0.00,-0.04,-0.22
87.930,0.00,0.00,-0.04,-0.22
88.081,0.00,0.00,-0.04,-0.22
88.232,0.00,0.00,-0.04,-0.22
88.380,0.00,0.00,-0.19,-0.22
88.530,0.00,0.00,-0.19,0.00
88.680,0.00,0.00,-0.19,0.00
88.829,0.00,4.14,-0.19,0.00
88.980,0.00,4.14,-0.03,0.00
89.145,0.00,4.14,-0.03,0.00
89.280,0.00,4.14,-0.03,0.00
89.446,0.00,3.14,-0.03,0.00
89.595,0.00,3.14,-0.10,0.00
89.760,0.00,3.14,-0.10,0.00
89.924,0.00,3.14,-0.10,0.00
90.059,0.00,9.27,-0.10,0.00
90.209,0.00,9.27,-0.16,0.00
90.375,0.00,9.27,-0.16,0.00
90.539,0.00,9.27,-0.16,0.00
90.689,0.00,9.27,-0.16,0.00
90.839,0.00,9.27,-0.18,0.00
90.989,0.00,9.27,-0.18,0.00
91.139,0.00,9.27,-0.18,0.00
91.290,0.00,7.12,-0.18,0.00
91.440,0.00,7.12,0.04,0.00
91.590,0.00,7.12,0.04,0.00
91.739,0.00,7.12,0.04,0.00
91.889,0.00,7.12,0.04,0.00
92.039,0.00,7.12,0.02,0.00
92.190,0.00,7.12,0.02,0.00
92.339,0.00,7.12,0.02,0.00
92.490,0.00,7.45,0.02,0.00
92.639,0.00,7.45,0.01,0.00
92.804,0.00,7.45,0.01,0.00
93.900,0.00,7.45,0.01,0.00
94.290,0.00,7.45,0.01,0.00
94.680,0.00,7.45,0.14,0.00
95.070,0.00,7.45,0.14,0.00
