Time,"Current brake pressure","Normalized accelerator pedal angle","Vehicle lateral acceleration","Vehicle longitudinal acceleration","Engine speed","Vehicle speed"
0.000,0,0,0,0.00,0,0
0.135,0,0,0,0.00,672.00,0
0.285,0,0,0,0.00,672.00,0.00
0.436,0.02,0,0,0.00,672.00,0.00
0.585,0.02,0.00,0,0.00,672.00,0.00
0.735,0.02,0.00,0.05,0.00,672.00,0.00
0.885,0.02,0.00,0.05,0.00,672.00,0.00
1.050,0.02,0.00,0.05,0.00,664.00,0.00
1.184,0.02,0.00,0.05,0.00,664.00,0.00
1.335,0.02,0.00,0.05,0.00,664.00,0.00
1.487,0.02,0.00,0.05,0.00,664.00,0.00
1.635,0.02,0.00,0.06,0.00,664.00,0.00
1.785,0.02,0.00,0.06,0.00,664.00,0.00
1.935,0.02,0.00,0.06,0.00,661.50,0.00
2.085,0.02,0.00,0.06,0.00,661.50,0.00
2.235,0.02,0.00,0.06,0.00,661.50,0.00
2.385,0.02,0.00,0.06,0.00,661.50,0.00
2.535,0.02,0.00,0.09,0.00,661.50,0.00
2.685,0.02,0.00,0.09,0.00,661.50,0.00
2.835,0.02,0.00,0.09,0.00,662.00,0.00
2.985,0.02,0.00,0.09,0.00,662.00,0.00
3.120,0.02,0.00,0.09,0.00,662.00,0.00
3.255,0.02,0.00,0.09,0.00,662.00,0.00
3.405,0.02,0.00,0.04,0.00,662.00,0.00
3.555,0.02,0.00,0.04,0.00,662.00,0.00
3.705,0.02,0.00,0.04,0.00,660.50,0.00
3.855,0.02,0.00,0.04,0.00,660.50,0.00
4.005,0.02,0.00,0.04,0.00,660.50,0.00
4.155,0.02,0.00,0.04,0.00,660.50,0.00
4.290,0.02,0.00,0.06,0.00,660.50,0.00
4.425,0.02,0.00,0.06,0.00,660.50,0.00
4.575,0.02,0.00,0.06,0.00,716.00,0.00
4.725,0.02,0.00,0.06,0.00,716.00,0.00
4.890,0.02,0.00,0.06,0.00,716.00,0.00
5.024,0.02,0.00,0.06,0.00,716.00,0.00
5.175,0.02,0.00,0.01,0.00,716.00,0.00
5.325,0.02,0.00,0.01,0.00,716.00,0.00
5.460,0.02,0.00,0.01,0.00,792.50,0.00
5.595,0.02,0.00,0.01,0.00,792.50,0.00
5.745,0.02,0.00,0.01,0.00,792.50,0.00
5.895,0.02,0.00,0.01,0.00,792.50,0.00
6.045,0.02,0.00,0.08,0.00,792.50,0.00
6.195,0.02,0.00,0.08,0.00,792.50,0.00
6.345,0.02,0.00,0.08,0.00,739.00,0.00
6.494,0.02,0.00,0.08,0.00,739.00,0.00
6.645,0.02,0.00,0.08,0.00,739.00,0.00
6.810,0.02,0.00,0.08,0.00,739.00,0.00
6.962,0.02,0.00,0.07,0.00,739.00,0.00
7.095,0.02,0.00,0.07,0.00,739.00,0.00
7.245,0.02,0.00,0.07,0.00,691.50,0.00
7.394,0.02,0.00,0.07,0.00,691.50,0.00
7.545,0.02,0.00,0.07,0.00,691.50,0.00
7.694,0.02,0.00,0.07,0.00,691.50,0.00
7.845,0.02,0.00,0.08,0.00,691.50,0.00
7.995,0.02,0.00,0.08,0.00,691.50,0.00
8.145,0.02,0.00,0.08,0.00,688.00,0.00
8.294,0.02,0.00,0.08,0.00,688.00,0.00
8.445,0.02,0.00,0.08,0.00,688.00,0.00
8.580,0.02,0.00,0.08,0.00,688.00,0.00
8.730,0.02,0.00,0.05,0.00,688.00,0.00
8.864,0.02,0.00,0.05,0.00,688.00,0.00
9.015,0.02,0.00,0.05,0.00,685.00,0.00
9.164,0.02,0.00,0.05,0.00,685.00,0.00
9.315,0.02,0.00,0.05,0.00,685.00,0.00
9.465,0.02,0.00,0.05,0.00,685.00,0.00
9.615,0.02,0.00,0.08,0.00,685.00,0.00
9.767,0.02,0.00,0.08,0.00,685.00,0.00
9.902,0.02,0.00,0.08,0.00,676.00,0.00
10.037,0.02,0.00,0.08,0.00,676.00,0.00
10.200,0.02,0.00,0.08,0.00,676.00,0.00
10.335,0.02,0.00,0.08,0.00,676.00,0.00
10.485,0.02,0.00,0.04,0.00,676.00,0.00
10.651,0.02,0.00,0.04,0.00,676.00,0.00
10.785,0.02,0.00,0.04,0.00,670.50,0.00
10.920,0.02,0.00,0.04,0.00,670.50,0.00
11.055,0.02,0.00,0.04,0.00,670.50,0.00
11.205,0.02,0.00,0.04,0.00,670.50,0.00
11.355,0.02,0.00,0.08,0.00,670.50,0.00
11.507,0.02,0.00,0.08,0.00,670.50,0.00
11.655,0.02,0.00,0.08,0.00,672.50,0.00
11.805,0.02,0.00,0.08,0.00,672.50,0.00
11.955,0.02,0.00,0.08,0.00,672.50,0.00
12.090,0.02,0.00,0.08,0.00,672.50,0.00
12.224,0.02,0.00,0.09,0.00,672.50,0.00
12.374,0.02,0.00,0.09,0.00,672.50,0.00
12.524,0.02,0.00,0.09,0.00,671.00,0.00
12.674,0.02,0.00,0.09,0.00,671.00,0.00
12.824,0.02,0.00,0.09,0.00,671.00,0.00
12.974,0.02,0.00,0.09,0.00,671.00,0.00
13.124,0.02,0.00,0.05,0.00,671.00,0.00
13.260,0.02,0.00,0.05,0.00,671.00,0.00
13.394,0.02,0.00,0.05,0.00,669.00,0.00
13.544,0.02,0.00,0.05,0.00,669.00,0.00
13.694,0.02,0.00,0.05,0.00,669.00,0.00
13.844,0.02,0.00,0.05,0.00,669.00,0.00
14.009,0.02,0.00,0.09,0.00,669.00,0.00
14.145,0.02,0.00,0.09,0.00,669.00,0.00
14.294,0.02,0.00,0.09,0.00,669.50,0.00
14.444,0.02,0.00,0.09,0.00,669.50,0.00
14.579,0.02,0.00,0.09,0.00,669.50,0.00
14.714,0.02,0.00,0.09,0.00,669.50,0.00
14.864,0.02,0.00,0.08,0.00,669.50,0.00
15.015,0.02,0.00,0.08,0.00,669.50,0.00
15.164,0.02,0.00,0.08,0.00,661.00,0.00
15.345,0.02,0.00,0.08,0.00,661.00,0.00
15.494,0.02,0.00,0.08,0.00,661.00,0.00
15.644,0.02,0.00,0.08,0.00,661.00,0.00
15.795,0.02,0.00,0.07,0.00,661.00,0.00
15.959,0.02,0.00,0.07,0.00,661.00,0.00
16.111,0.02,0.00,0.07,0.00,662.50,0.00
16.245,0.02,0.00,0.07,0.00,662.50,0.00
16.381,0.02,0.00,0.07,0.00,662.50,0.00
16.530,0.02,0.00,0.07,0.00,662.50,0.00
16.665,0.02,0.00,0.09,0.00,662.50,0.00
16.815,0.02,0.00,0.09,0.00,662.50,0.00
16.964,0.02,0.00,0.09,0.00,659.00,0.00
17.114,0.02,0.00,0.09,0.00,659.00,0.00
17.264,0.02,0.00,0.09,0.00,659.00,0.00
17.415,0.02,0.00,0.09,0.00,659.00,0.00
17.549,0.02,0.00,0.06,0.00,659.00,0.00
17.685,0.02,0.00,0.06,0.00,659.00,0.00
17.850,0.02,0.00,0.06,0.00,664.00,0.00
17.985,0.02,0.00,0.06,0.00,664.00,0.00
18.134,0.02,0.00,0.06,0.00,664.00,0.00
18.285,0.02,0.00,0.06,0.00,664.00,0.00
18.435,0.02,0.00,0.06,0.00,664.00,0.00
18.570,0.02,0.00,0.06,0.00,664.00,0.00
18.705,0.02,0.00,0.06,0.00,656.00,0.00
18.855,0.02,0.00,0.06,0.00,656.00,0.00
19.004,0.02,0.00,0.06,0.00,656.00,0.00
19.155,0.02,0.00,0.06,0.00,656.00,0.00
19.305,0.02,0.00,0.05,0.00,656.00,0.00
19.455,0.02,0.00,0.05,0.00,656.00,0.00
19.605,0.02,0.00,0.05,0.00,654.50,0.00
19.770,0.02,0.00,0.05,0.00,654.50,0.00
19.904,0.02,0.00,0.05,0.00,654.50,0.00
20.040,0.02,0.00,0.05,0.00,654.50,0.00
20.174,0.02,0.00,0.06,0.00,654.50,0.00
20.340,0.02,0.00,0.06,0.00,654.50,0.00
20.474,0.02,0.00,0.06,0.00,659.50,0.00
20.625,0.02,0.00,0.06,0.00,659.50,0.00
20.776,0.02,0.00,0.06,0.00,659.50,0.00
20.925,0.02,0.00,0.06,0.00,659.50,0.00
21.060,0.02,0.00,0.09,0.00,659.50,0.00
21.211,0.02,0.00,0.09,0.00,659.50,0.00
21.344,0.02,0.00,0.09,0.00,657.00,0.00
21.495,0.02,0.00,0.09,0.00,657.00,0.00
21.645,0.02,0.00,0.09,0.00,657.00,0.00
21.794,0.02,0.00,0.09,0.00,657.00,0.00
21.945,0.02,0.00,0.06,0.00,657.00,0.00
22.111,0.02,0.00,0.06,0.00,657.00,0.00
22.245,0.02,0.00,0.06,0.00,650.00,0.00
22.395,0.02,0.00,0.06,0.00,650.00,0.00
22.530,0.02,0.00,0.06,0.00,650.00,0.00
22.665,0.02,0.00,0.06,0.00,650.00,0.00
22.830,0.02,0.00,0.08,0.00,650.00,0.00
22.983,0.02,0.00,0.08,0.00,650.00,0.00
23.130,0.02,0.00,0.08,0.00,657.00,0.00
23.265,0.02,0.00,0.08,0.00,657.00,0.00
23.402,0.02,0.00,0.08,0.00,657.00,0.00
23.535,0.02,0.00,0.08,0.00,657.00,0.00
23.685,0.02,0.00,0.05,0.00,657.00,0.00
23.835,0.02,0.00,0.05,0.00,657.00,0.00
23.985,0.02,0.00,0.05,0.00,657.50,0.00
24.135,0.02,0.00,0.05,0.00,657.50,0.00
24.285,0.02,0.00,0.05,0.00,657.50,0.00
24.435,0.02,0.00,0.05,0.00,657.50,0.00
24.584,0.02,0.00,0.08,0.00,657.50,0.00
24.720,0.02,0.00,0.08,0.00,657.50,0.00
24.885,0.02,0.00,0.08,0.00,617.00,0.00
25.020,0.02,0.00,0.08,0.00,617.00,0.00
25.185,0.02,0.00,0.08,0.00,617.00,0.00
25.335,0.02,5.13,0.08,0.00,617.00,0.00
25.500,0.02,5.13,0.09,0.00,617.00,0.00
25.649,0.02,5.13,0.09,0.00,617.00,0.00
25.800,0.02,5.13,0.09,0.00,677.00,0.00
25.950,0.02,5.13,0.09,0.00,677.00,0.00
26.100,0.02,5.13,0.09,0.00,677.00,0.00
26.235,0.02,8.11,0.09,0.00,677.00,0.00
26.385,0.02,8.11,0.04,0.00,677.00,0.00
26.534,0.02,8.11,0.04,0.00,677.00,0.00
26.685,0.02,8.11,0.04,0.00,690.00,0.00
26.835,0.02,8.11,0.04,0.00,690.00,0.00
26.970,0.03,8.11,0.04,0.00,690.00,0.00
27.119,0.03,9.77,0.04,0.00,690.00,0.00
27.285,0.03,9.77,0.08,0.00,690.00,0.00
27.450,0.03,9.77,0.08,0.00,690.00,0.00
27.600,0.03,9.77,0.08,0.00,784.50,0.00
27.767,0.03,9.77,0.08,0.00,784.50,0.00
27.900,0.03,9.77,0.08,0.00,784.50,0.00
28.050,0.03,54.97,0.08,0.00,784.50,0.00
28.200,0.03,54.97,0.12,0.00,784.50,0.00
28.350,0.03,54.97,0.12,1.30,784.50,0.00
28.500,0.03,54.97,0.12,1.30,2067.00,0.00
28.650,0.03,54.97,0.12,1.30,2067.00,4.48
28.800,0.00,54.97,0.12,1.30,2067.00,4.48
28.949,0.00,97.02,0.12,1.30,2067.00,4.48
29.099,0.00,97.02,-0.05,1.30,2067.00,4.48
29.250,0.00,97.02,-0.05,5.86,2067.00,4.48
29.400,0.00,97.02,-0.05,5.86,2999.50,4.48
29.550,0.00,97.02,-0.05,5.86,2999.50,25.92
29.699,0.00,97.02,-0.05,5.86,2999.50,25.92
29.850,0.00,100.00,-0.05,5.86,2999.50,25.92
30.000,0.00,100.00,0.62,5.86,2999.50,25.92
30.179,0.00,100.00,0.62,6.73,2999.50,25.92
30.330,0.00,100.00,0.62,6.73,5421.00,25.92
30.480,0.00,100.00,0.62,6.73,5421.00,49.06
30.645,0.00,100.00,0.62,6.73,5421.00,49.06
30.782,0.00,81.95,0.62,6.73,5421.00,49.06
30.930,0.00,81.95,5.91,6.73,5421.00,49.06
31.081,0.00,81.95,5.91,4.56,5421.00,49.06
31.230,0.00,81.95,5.91,4.56,4692.00,49.06
31.380,0.00,81.95,5.91,4.56,4692.00,60.67
31.530,0.00,81.95,5.91,4.56,4692.00,60.67
31.681,0.00,21.52,5.91,4.56,4692.00,60.67
31.830,0.00,21.52,1.26,4.56,4692.00,60.67
31.965,0.00,21.52,1.26,-0.43,4692.00,60.67
32.100,0.00,21.52,1.26,-0.43,4537.00,60.67
32.250,0.00,21.52,1.26,-0.43,4537.00,57.72
32.400,0.00,21.52,1.26,-0.43,4537.00,57.72
32.565,0.00,30.79,1.26,-0.43,4537.00,57.72
32.730,0.00,30.79,-8.49,-0.43,4537.00,57.72
32.880,0.00,30.79,-8.49,0.00,4537.00,57.72
33.046,0.00,30.79,-8.49,0.00,4347.50,57.72
33.210,0.00,30.79,-8.49,0.00,4347.50,56.02
33.359,0.00,30.79,-8.49,0.00,4347.50,56.02
33.525,0.00,28.81,-8.49,0.00,4347.50,56.02
33.660,0.00,28.81,10.05,0.00,4347.50,56.02
33.810,0.00,28.81,10.05,0.00,4347.50,56.02
33.960,0.00,28.81,10.05,0.00,4330.50,56.02
34.110,0.00,28.81,10.05,0.00,4330.50,55.62
34.260,0.00,28.81,10.05,0.00,4330.50,55.62
34.410,0.00,65.89,10.05,0.00,4330.50,55.62
34.560,0.00,65.89,-8.03,0.00,4330.50,55.62
34.710,0.00,65.89,-8.03,2.39,4330.50,55.62
34.844,0.00,65.89,-8.03,2.39,5066.50,55.62
34.995,0.00,65.89,-8.03,2.39,5066.50,65.10
35.130,0.00,65.89,-8.03,2.39,5066.50,65.10
35.280,0.00,79.47,-8.03,2.39,5066.50,65.10
35.446,0.00,79.47,-0.70,2.39,5066.50,65.10
35.609,0.00,79.47,-0.70,3.25,5066.50,65.10
35.745,0.00,79.47,-0.70,3.25,5955.50,65.10
35.895,0.00,79.47,-0.70,3.25,5955.50,77.63
36.059,0.00,79.47,-0.70,3.25,5955.50,77.63
36.225,0.00,26.16,-0.70,3.25,5955.50,77.63
36.375,0.00,26.16,8.56,3.25,5955.50,77.63
36.556,0.00,26.16,8.56,-0.43,5955.50,77.63
36.692,0.00,26.16,8.56,-0.43,5805.00,77.63
36.840,0.00,26.16,8.56,-0.43,5805.00,73.97
